index,poem
726,"abhī ik shor sā uThā hai kahīñ 
koī ḳhāmosh ho gayā hai kahīñ 
hai kuchh aisā ki jaise ye sab kuchh 
is se pahle bhī ho chukā hai kahīñ 
tujh ko kyā ho gayā ki chīzoñ ko 
kahīñ rakhtā hai DhūñDhtā hai kahīñ 
jo yahāñ se kahīñ na jaatā thā 
vo yahāñ se chalā gayā hai kahīñ 
aaj shamshān kī sī bū hai yahāñ 
kyā koī jism jal rahā hai kahīñ 
ham kisī ke nahīñ jahāñ ke sivā 
aisī vo ḳhaas baat kyā hai kahīñ 
tū mujhe DhūñD maiñ tujhe DhūñDūñ 
koī ham meñ se rah gayā hai kahīñ 
kitnī vahshat hai darmiyān-e-hujūm 
jis ko dekho gayā huā hai kahīñ 
maiñ to ab shahr meñ kahīñ bhī nahīñ 
kyā mirā naam bhī likhā hai kahīñ 
isī kamre se koī ho ke vidā.a 
isī kamre meñ chhup gayā hai kahīñ 
mil ke har shaḳhs se huā mahsūs 
mujh se ye shaḳhs mil chukā hai kahīñ"
727,"ai subah maiñ ab kahāñ rahā huuñ 
ḳhvāboñ hī meñ sarf ho chukā huuñ 
sab mere baġhair mutma.in hoñ 
maiñ sab ke baġhair jī rahā huuñ 
kyā hai jo badal ga.ī hai duniyā 
maiñ bhī to bahut badal gayā huuñ 
go apne hazār naam rakh luuñ 
par apne sivā maiñ aur kyā huuñ 
maiñ jurm kā e'tirāf kar ke 
kuchh aur hai jo chhupā gayā huuñ 
maiñ aur faqat usī kī ḳhvāhish 
aḳhlāq meñ jhuuT boltā huuñ 
ik shaḳhs jo mujh se vaqt le kar 
aaj aa na sakā to ḳhush huā huuñ 
har shaḳhs se be-niyāz ho jā 
phir sab se ye kah ki maiñ ḳhudā huuñ 
charke to tujhe diye haiñ maiñ ne 
par ḳhuun bhī maiñ hī thūktā huuñ 
royā huuñ to apne dostoñ meñ 
par tujh se to hañs ke hī milā huuñ 
ai shaḳhs maiñ terī justujū se 
bezār nahīñ huuñ thak gayā huuñ 
maiñ sham-e-sahar kā naġhma-gar thā 
ab thak ke karāhne lagā huuñ 
kal par hī rakho vafā kī bāteñ 
maiñ aaj bahut bojhā huā huuñ 
koī bhī nahīñ hai mujh se nādim 
bas tai ye huā ki maiñ burā huuñ"
728,"aish-e-ummīd hī se ḳhatra hai 
dil ko ab dil-dahī se ḳhatra hai 
hai kuchh aisā ki us kī jalvat meñ 
hameñ apnī kamī se ḳhatra hai 
jis ke āġhosh kā huuñ dīvāna 
us ke āġhosh hī se ḳhatra hai 
yaad kī dhuup to hai roz kī baat 
haañ mujhe chāñdnī se ḳhatra hai 
hai ajab kuchh mo.āmla darpesh 
aql ko āgahī se ḳhatra hai 
shahr-e-ġhaddār jaan le ki tujhe 
ek amrohvī se ḳhatra hai 
hai ajab taur hālat-e-girya 
ki mizha ko namī se ḳhatra hai 
haal ḳhush lucknow kā dillī kā 
bas unheñ 'mus.hafī' se ḳhatra hai 
āsmānoñ meñ hai ḳhudā tanhā 
aur har aadmī se ḳhatra hai 
maiñ kahūñ kis tarah ye baat us se 
tujh ko jānam mujhī se ḳhatra hai 
aaj bhī ai kanār-e-bān mujhe 
terī ik sāñvlī se ḳhatra hai 
un laboñ kā lahū na pī jā.ūñ 
apnī tishna-labī se ḳhatra hai 
'jaun' hī to hai 'jaun' ke darpai 
'mīr' ko 'mīr' hī se ḳhatra hai 
ab nahīñ koī baat ḳhatre kī 
ab sabhī ko sabhī se ḳhatra hai"
729,"apnā ḳhāka lagtā huuñ 
ek tamāshā lagtā huuñ 
ā.īnoñ ko zañg lagā 
ab maiñ kaisā lagtā huuñ 
ab maiñ koī shaḳhs nahīñ 
us kā saayā lagtā huuñ 
saare rishte tishna haiñ 
kyā maiñ dariyā lagtā huuñ 
us se gale mil kar ḳhud ko 
tanhā tanhā lagtā huuñ 
ḳhud ko maiñ sab āñkhoñ meñ 
dhundlā dhundlā lagtā huuñ 
maiñ har lamha is ghar se 
jaane vaalā lagtā huuñ 
kyā hue vo sab log ki maiñ 
suunā suunā lagtā huuñ 
maslahat is meñ kyā hai merī 
TuuTā phūTā lagtā huuñ 
kyā tum ko is haal meñ bhī 
maiñ duniyā kā lagtā huuñ 
kab kā rogī huuñ vaise 
shahr-e-masīhā lagtā huuñ 
merā taalū tar kar do 
sach-much pyāsā lagtā huuñ 
mujh se kamā lo kuchh paise 
zinda murda lagtā huuñ 
maiñ ne sahe haiñ makr apne 
ab bechāra lagtā huuñ"
730,"apne sab yaar kaam kar rahe haiñ 
aur ham haiñ ki naam kar rahe haiñ 
teġh-bāzī kā shauq apnī jagah 
aap to qatl-e-ām kar rahe haiñ 
dād-o-tahsīn kā ye shor hai kyuuñ 
ham to ḳhud se kalām kar rahe haiñ 
ham haiñ masrūf-e-intizām magar 
jaane kyā intizām kar rahe haiñ 
hai vo bechārgī kā haal ki ham 
har kisī ko salām kar rahe haiñ 
ek qattāla chāhiye ham ko 
ham ye e.alān-e-ām kar rahe haiñ 
kyā bhalā sāġhar-e-sifāl ki ham 
nāf-pyāle ko jaam kar rahe haiñ 
ham to aa.e the arz-e-matlab ko 
aur vo ehtirām kar rahe haiñ 
na uThe aah kā dhuāñ bhī ki vo 
kū-e-dil meñ ḳhirām kar rahe haiñ 
us ke hoñToñ pe rakh ke hoñT apne 
baat hī ham tamām kar rahe haiñ 
ham ajab haiñ ki us ke kūche meñ 
be-sabab dhūm-dhām kar rahe haiñ"
731,"baḌā ehsān ham farmā rahe haiñ 
ki un ke ḳhat unheñ lauTā rahe haiñ 
nahīñ tark-e-mohabbat par vo raazī 
qayāmat hai ki ham samjhā rahe haiñ 
yaqīñ kā rāsta tai karne vaale 
bahut tezī se vāpas aa rahe haiñ 
ye mat bhūlo ki ye lamhāt ham ko 
bichhaḌne ke liye milvā rahe haiñ 
ta.ajjub hai ki ishq-o-āshiqī se 
abhī kuchh log dhokā khā rahe haiñ 
tumheñ chāheñge jab chhin jāogī tum 
abhī ham tum ko arzāñ pā rahe haiñ 
kisī sūrat unheñ nafrat ho ham se 
ham apne aib ḳhud ginvā rahe haiñ 
vo pāgal mast hai apnī vafā meñ 
mirī āñkhoñ meñ aañsū aa rahe haiñ 
dalīloñ se use qaa.il kiyā thā 
dalīleñ de ke ab pachhtā rahe haiñ 
tirī bāñhoñ se hijrat karne vaale 
na.e māhaul meñ ghabrā rahe haiñ 
ye jazb-e-ishq hai yā jazba-e-raham 
tire aañsū mujhe rulvā rahe haiñ 
ajab kuchh rabt hai tum se ki tum ko 
ham apnā jaan kar Thukrā rahe haiñ 
vafā kī yādgāreñ tak na hoñgī 
mirī jaañ bas koī din jā rahe haiñ"
732,"bahut dil ko kushāda kar liyā kyā 
zamāne bhar se va.ada kar liyā kyā 
to kyā sach-much judā.ī mujh se kar lī 
to ḳhud apne ko aadhā kar liyā kyā 
hunar-mandī se apnī dil kā safha 
mirī jaañ tum ne saada kar liyā kyā 
jo yaksar jaan hai us ke badan se 
kaho kuchh istifāda kar liyā kyā 
bahut katrā rahe ho muġhbachoñ se 
gunāh-e-tark-e-bāda kar liyā kyā 
yahāñ ke log kab ke jā chuke haiñ 
safar jāda-ba-jāda kar liyā kyā 
uThāyā ik qadam tū ne na us tak 
bahut apne ko māñda kar liyā kyā 
tum apnī kaj-kulāhī haar baiThīñ 
badan ko be-libāda kar liyā kyā 
bahut nazdīk aatī jā rahī ho 
bichhaḌne kā irāda kar liyā kyā"
733,"be-dilī kyā yūñhī din guzar jā.eñge 
sirf zinda rahe ham to mar jā.eñge 
raqs hai rañg par rañg ham-raqs haiñ 
sab bichhaḌ jā.eñge sab bikhar jā.eñge 
ye ḳharābātiyān-e-ḳhirad-bāḳhta 
sub.h hote hī sab kaam par jā.eñge 
kitnī dilkash ho tum kitnā dil-jū huuñ maiñ 
kyā sitam hai ki ham log mar jā.eñge 
hai ġhanīmat ki asrār-e-hastī se ham 
be-ḳhabar aa.e haiñ be-ḳhabar jā.eñge"
734,"be-qarārī sī be-qarārī hai 
vasl hai aur firāq taarī hai 
jo guzārī na jā sakī ham se 
ham ne vo zindagī guzārī hai 
nighare kyā hue ki logoñ par 
apnā saaya bhī ab to bhārī hai 
bin tumhāre kabhī nahīñ aa.ī 
kyā mirī niiñd bhī tumhārī hai 
aap meñ kaise aa.uuñ maiñ tujh bin 
saañs jo chal rahī hai aarī hai 
us se kahiyo ki dil kī galiyoñ meñ 
raat din terī intizārī hai 
hijr ho yā visāl ho kuchh ho 
ham haiñ aur us kī yādgārī hai 
ik mahak samt-e-dil se aa.ī thī 
maiñ ye samjhā tirī savārī hai 
hādsoñ kā hisāb hai apnā 
varna har aan sab kī baarī hai 
ḳhush rahe tū ki zindagī apnī 
umr bhar kī umīd-vārī hai"
735,"chalo bād-e-bahārī jā rahī hai 
piyā-jī kī savārī jā rahī hai 
shumāl-e-jāvedān-e-sabz-e-jāñ se 
tamannā kī amārī jā rahī hai 
fuġhāñ ai dushman-e-dār-e-dil-o-jāñ 
mirī hālat sudhārī jā rahī hai 
hai pahlū meñ Take kī ik hasīna 
tirī furqat guzārī jā rahī hai 
jo in rozoñ mirā ġham hai vo ye hai 
ki ġham se burdbārī jā rahī hai 
hai siine meñ ajab ik hashr barpā 
ki dil se be-qarārī jā rahī hai 
maiñ paiham haar kar ye sochtā huuñ 
vo kyā shai hai jo haarī jā rahī hai 
dil us ke rū-ba-rū hai aur gum-sum 
koī arzī guzārī jā rahī hai 
vo sayyad bachcha ho aur shaiḳh ke saath 
miyāñ izzat hamārī jā rahī hai 
hai barpā har galī meñ shor-e-naġhma 
mirī fariyād maarī jā rahī hai 
vo yaad ab ho rahī hai dil se ruḳhsat 
miyāñ pyāroñ kī pyārī jā rahī hai 
dareġhā terī nazdīkī miyāñ-jān 
tirī duurī pe vaarī jā rahī hai 
bahut bad-hāl haiñ bastī tire log 
to phir tū kyuuñ sañvārī jā rahī hai 
tirī marham-nigāhī ai masīhā 
ḳharāsh-e-dil pe vaarī jā rahī hai 
ḳharābe meñ ajab thā shor barpā 
diloñ se intizārī jā rahī hai"
736,"dil jo hai aag lagā duuñ us ko 
aur phir ḳhud hī havā duuñ us ko 
jo bhī hai us ko gañvā baiThā hai 
maiñ bhalā kaise gañvā duuñ us ko 
tujh gumāñ par jo imārat kī thī 
sochtā huuñ ki maiñ Dhā duuñ us ko 
jism meñ aag lagā duuñ us ke 
aur phir ḳhud hī bujhā duuñ us ko 
hijr kī nazr to denī hai use 
sochtā huuñ ki bhulā duuñ us ko 
jo nahīñ hai mire dil kī duniyā 
kyuuñ na maiñ 'jaun' miTā duuñ us ko"
737,"dil kī taklīf kam nahīñ karte 
ab koī shikva ham nahīñ karte 
jān-e-jāñ tujh ko ab tirī ḳhātir 
yaad ham koī dam nahīñ karte 
dūsrī haar kī havas hai so ham 
sar-e-taslīm ḳham nahīñ karte 
vo bhī paḌhtā nahīñ hai ab dil se 
ham bhī naale ko nam nahīñ karte 
jurm meñ ham kamī kareñ bhī to kyuuñ 
tum sazā bhī to kam nahīñ karte"
738,"dil ne vafā ke naam par kār-e-vafā nahīñ kiyā 
ḳhud ko halāk kar liyā ḳhud ko fidā nahīñ kiyā 
ḳhīra-sarān-e-shauq kā koī nahīñ hai jumba-dār 
shahr meñ is giroh ne kis ko ḳhafā nahīñ kiyā 
jo bhī ho tum pe mo'tariz us ko yahī javāb do 
aap bahut sharīf haiñ aap ne kyā nahīñ kiyā 
nisbat ilm hai bahut hākim-e-vaqt ko aziiz 
us ne to kār-e-jahl bhī be-ulamā nahīñ kiyā 
jis ko bhī shaiḳh o shaah ne hukm-e-ḳhudā diyā qarār 
ham ne nahīñ kyā vo kaam haañ ba-ḳhudā nahīñ kiyā"
739,"ek hī muzhda sub.h laatī hai 
dhuup āñgan meñ phail jaatī hai 
rañg-e-mausam hai aur bād-e-sabā 
shahr kūchoñ meñ ḳhaak uḌātī hai 
farsh par kāġhaz uḌte phirte haiñ 
mez par gard jamtī jaatī hai 
sochtā huuñ ki us kī yaad āḳhir 
ab kise raat bhar jagātī hai 
maiñ bhī izn-e-navā-garī chāhūñ 
be-dilī bhī to lab hilātī hai 
so ga.e peḌ jaag uThī ḳhushbū 
zindagī ḳhvāb kyuuñ dikhātī hai 
us sarāpā vafā kī furqat meñ 
ḳhvāhish-e-ġhair kyuuñ satātī hai 
aap apne se ham-suḳhan rahnā 
ham-nashīñ saañs phuul jaatī hai 
kyā sitam hai ki ab tirī sūrat 
ġhaur karne pe yaad aatī hai 
kaun is ghar kī dekh-bhāl kare 
roz ik chiiz TuuT jaatī hai"
740,"gaahe gaahe bas ab yahī ho kyā 
tum se mil kar bahut ḳhushī ho kyā 
mil rahī ho baḌe tapāk ke saath 
mujh ko yaksar bhulā chukī ho kyā 
yaad haiñ ab bhī apne ḳhvāb tumheñ 
mujh se mil kar udaas bhī ho kyā 
bas mujhe yūñhī ik ḳhayāl aayā 
sochtī ho to sochtī ho kyā 
ab mirī koī zindagī hī nahīñ 
ab bhī tum merī zindagī ho kyā 
kyā kahā ishq jāvedānī hai! 
āḳhirī baar mil rahī ho kyā 
haañ fazā yaañ kī soī soī sī hai 
to bahut tez raushnī ho kyā 
mere sab tanz be-asar hī rahe 
tum bahut duur jā chukī ho kyā 
dil meñ ab soz-e-intizār nahīñ 
sham-e-ummīd bujh ga.ī ho kyā 
is samundar pe tishna-kām huuñ maiñ 
baan tum ab bhī bah rahī ho kyā"
741,"ghar se ham ghar talak ga.e hoñge 
apne hī aap tak ga.e hoñge 
ham jo ab aadmī haiñ pahle kabhī 
jaam hoñge chhalak ga.e hoñge 
vo bhī ab ham se thak gayā hogā 
ham bhī ab us se thak ga.e hoñge 
shab jo ham se huā muaaf karo 
nahīñ pī thī bahak ga.e hoñge 
kitne hī log hirs-e-shohrat meñ 
daar par ḳhud laTak ga.e hoñge 
shukr hai is nigāh-e-kam kā miyāñ 
pahle hī ham khaTak ga.e hoñge 
ham to apnī talāsh meñ akasr 
az samā-tā-samak ga.e hoñge 
us kā lashkar jahāñ-tahāñ ya.anī 
ham bhī bas be-kumak ga.e hoñge 
'jaun' allāh aur ye aalam 
biich meñ ham aTak ga.e hoñge"
742,"hālat-e-hāl ke sabab hālat-e-hāl hī ga.ī 
shauq meñ kuchh nahīñ gayā shauq kī zindagī ga.ī 
terā firāq jān-e-jāñ aish thā kyā mire liye 
ya.anī tire firāq meñ ḳhuub sharāb pī ga.ī 
tere visāl ke liye apne kamāl ke liye 
hālat-e-dil ki thī ḳharāb aur ḳharāb kī ga.ī 
us kī umīd-e-nāz kā ham se ye maan thā ki aap 
umr guzār dījiye umr guzār dī ga.ī 
ek hī hādsa to hai aur vo ye ki aaj tak 
baat nahīñ kahī ga.ī baat nahīñ sunī ga.ī 
ba.ad bhī tere jān-e-jāñ dil meñ rahā ajab samāñ 
yaad rahī tirī yahāñ phir tirī yaad bhī ga.ī 
us ke badan ko dī numūd ham ne suḳhan meñ aur phir 
us ke badan ke vāste ek qabā bhī sī ga.ī 
mīnā-ba-mīnā mai-ba-mai jām-ba-jām jam-ba-jam 
nāf-piyāle kī tire yaad ajab sahī ga.ī 
kahnī hai mujh ko ek baat aap se ya.anī aap se 
aap ke shahr-e-vasl meñ lazzat-e-hijr bhī ga.ī 
sehn-e-ḳhayāl-e-yār meñ kī na basar shab-e-firāq 
jab se vo chāñdnā gayā jab se vo chāñdnī ga.ī"
743,"ham jī rahe haiñ koī bahāna kiye baġhair 
us ke baġhair us kī tamannā kiye baġhair 
ambār us kā parda-e-hurmat banā miyāñ 
dīvār tak nahīñ girī pardā kiye baġhair 
yārāñ vo jo hai merā masīhā-e-jān-o-dil 
be-had aziiz hai mujhe achchhā kiye baġhair 
maiñ bistar-e-ḳhayāl pe leTā huuñ us ke paas 
sub.h-e-azal se koī taqāzā kiye baġhair 
us kā hai jo bhī kuchh hai mirā aur maiñ magar 
vo mujh ko chāhiye koī saudā kiye baġhair 
ye zindagī jo hai use ma.anā bhī chāhiye 
va.ada hameñ qubūl hai iifā kiye baġhair 
ai qātiloñ ke shahr bas itnī hī arz hai 
maiñ huuñ na qatl koī tamāshā kiye baġhair 
murshid ke jhuuT kī to sazā be-hisāb hai 
tum chhoḌiyo na shahr ko sahrā kiye baġhair 
un āñganoñ meñ kitnā sukūn o surūr thā 
ārā.ish-e-nazar tirī parvā kiye baġhair 
yārāñ ḳhushā ye roz o shab-e-dil ki ab hameñ 
sab kuchh hai ḳhush-gavār gavārā kiye baġhair 
girya-kunāñ kī fard meñ apnā nahīñ hai naam 
ham girya-kun azal ke haiñ girya kiye baġhair 
āḳhir haiñ kaun log jo baḳhshe hī jā.eñge 
tārīḳh ke harām se tauba kiye baġhair 
vo sunnī bachcha kaun thā jis kī jafā ne 'jaun' 
shii.ā banā diyā hameñ shii.ā kiye baġhair 
ab tum kabhī na aaoge ya.anī kabhī kabhī 
ruḳhsat karo mujhe koī va.ada kiye baġhair"
744,"ham to jaise vahāñ ke the hī nahīñ 
be-amāñ the amaañ ke the hī nahīñ 
ham ki haiñ terī dāstāñ yaksar 
ham tirī dāstāñ ke the hī nahīñ 
un ko āñdhī meñ hī bikharnā thā 
baal o par āshiyāñ ke the hī nahīñ 
ab hamārā makān kis kā hai 
ham to apne makāñ ke the hī nahīñ 
ho tirī ḳhāk-e-āstāñ pe salām 
ham tire āstāñ ke the hī nahīñ 
ham ne ranjish meñ ye nahīñ sochā 
kuchh suḳhan to zabāñ ke the hī nahīñ 
dil ne Daalā thā darmiyāñ jin ko 
log vo darmiyāñ ke the hī nahīñ 
us galī ne ye sun ke sabr kiyā 
jaane vaale yahāñ ke the hī nahīñ"
745,"har dhaḌkan haijānī thī har ḳhāmoshī tūfānī thī 
phir bhī mohabbat sirf musalsal milne kī āsānī thī 
jis din us se baat huī thī us din bhī be-kaif thā maiñ 
jis din us kā ḳhat aayā hai us din bhī vīrānī thī 
jab us ne mujh se ye kahā thā ishq rifāqat hī to nahīñ 
tab maiñ ne har shaḳhs kī sūrat mushkil se pahchānī thī 
jis din vo milne aa.ī hai us din kī rūdād ye hai 
us kā blouse nāranjī thā us kī saarī dhānī thī 
uljhan sī hone lagtī thī mujh ko akasr aur vo yuuñ 
merā mizāj-e-ishq thā shahrī us kī vafā dahqānī thī 
ab to us ke baare meñ tum jo chāho vo kah Daalo 
vo añgḌā.ī mere kamre tak to baḌī rūhānī thī 
naam pe ham qurbān the us ke lekin phir ye taur huā 
us ko dekh ke ruk jaanā bhī sab se baḌī qurbānī thī 
mujh se bichhaḌ kar bhī vo laḌkī kitnī ḳhush ḳhush rahtī hai 
us laḌkī ne mujh se bichhaḌ kar mar jaane kī Thānī thī 
ishq kī hālat kuchh bhī nahīñ thī baat baḌhāne kā fan thā 
lamhe lā-fānī Thahre the qatroñ kī tuġhyānī thī 
jis ko ḳhud maiñ ne bhī apnī ruuh kā irfāñ samjhā thā 
vo to shāyad mere pyāse hoñToñ kī shaitānī thī 
thā darbār-e-kalāñ bhī us kā naubat-ḳhāna us kā thā 
thī mere dil kī jo raanī amrohe kī raanī thī"
746,"īzā-dahī kī daad jo paatā rahā huuñ maiñ 
har nāz-āfrīñ ko satātā rahā huuñ maiñ 
ai ḳhush-ḳhirām paañv ke chhāle to gin zarā 
tujh ko kahāñ kahāñ na phirātā rahā huuñ maiñ 
ik husn-e-be-misāl kī tamsīl ke liye 
parchhā.iyoñ pe rañg girātā rahā huuñ maiñ 
kyā mil gayā zamīr-e-hunar bech kar mujhe 
itnā ki sirf kaam chalātā rahā huuñ maiñ 
rūhoñ ke parda-posh gunāhoñ se be-ḳhabar 
jismoñ kī nekiyāñ hī ginātā rahā huuñ maiñ 
tujh ko ḳhabar nahīñ ki tirā karb dekh kar 
akasr tirā mazāq uḌātā rahā huuñ maiñ 
shāyad mujhe kisī se mohabbat nahīñ huī 
lekin yaqīn sab ko dilātā rahā huuñ maiñ 
ik satr bhī kabhī na likhī maiñ ne tere naam 
pāgal tujhī ko yaad bhī aatā rahā huuñ maiñ 
jis din se e'timād meñ aayā tirā shabāb 
us din se tujh pe zulm hī Dhātā rahā huuñ maiñ 
apnā misāliya mujhe ab tak na mil sakā 
zarroñ ko āftāb banātā rahā huuñ maiñ 
bedār kar ke tere badan kī ḳhud-āgahī 
tere badan kī umr ghaTātā rahā huuñ maiñ 
kal dopahar ajiib sī ik be-dilī rahī 
bas tīliyāñ jalā ke bujhātā rahā huuñ maiñ"
747,"ik hunar hai jo kar gayā huuñ maiñ 
sab ke dil se utar gayā huuñ maiñ 
kaise apnī hañsī ko zabt karūñ 
sun rahā huuñ ki ghar gayā huuñ maiñ 
kyā batā.ūñ ki mar nahīñ paatā 
jīte-jī jab se mar gayā huuñ maiñ 
ab hai bas apnā sāmnā dar-pesh 
har kisī se guzar gayā huuñ maiñ 
vahī nāz-o-adā vahī ġhamze 
sar-ba-sar aap par gayā huuñ maiñ 
ajab ilzām huuñ zamāne kā 
ki yahāñ sab ke sar gayā huuñ maiñ 
kabhī ḳhud tak pahuñch nahīñ paayā 
jab ki vaañ umr bhar gayā huuñ maiñ 
tum se jānāñ milā huuñ jis din se 
be-tarah ḳhud se Dar gayā huuñ maiñ 
kū-e-jānāñ meñ sog barpā hai 
ki achānak sudhar gayā huuñ maiñ"
748,"jī hī jī meñ vo jal rahī hogī 
chāñdnī meñ Tahal rahī hogī 
chāñd ne taan lī hai chādar-e-abr 
ab vo kapḌe badal rahī hogī 
so ga.ī hogī vo shafaq-andām 
sabz qindīl jal rahī hogī 
surḳh aur sabz vādiyoñ kī taraf 
vo mire saath chal rahī hogī 
chaḌhte chaḌhte kisī pahāḌī par 
ab vo karvaT badal rahī hogī 
peḌ kī chhāl se ragaḌ khā kar 
vo tane se phisal rahī hogī 
nīl-gūñ jhiil naaf tak pahne 
sandalīñ jism mal rahī hogī 
ho ke vo ḳhvāb-e-aish se bedār 
kitnī hī der shal rahī hogī"
749,"jo huā 'jaun' vo huā bhī nahīñ 
ya.anī jo kuchh bhī thā vo thā bhī nahīñ 
bas gayā jab vo shahr-e-dil meñ mire 
phir maiñ is shahr meñ rahā bhī nahīñ 
ik ajab taur haal hai ki jo hai 
ya.anī maiñ bhī nahīñ ḳhudā bhī nahīñ 
lamhoñ se ab muāmla kyā ho 
dil pe ab kuchh guzar rahā bhī nahīñ 
jāniye maiñ chalā gayā huuñ kahāñ 
maiñ to ḳhud se kahīñ gayā bhī nahīñ 
tū mire dil meñ aan ke bas jā 
aur tū mere paas aa bhī nahīñ"
750,"juz gumāñ aur thā hī kyā merā 
faqat ik merā naam thā merā 
nik.hat-e-pairahan se us gul kī 
silsila be-sabā rahā merā 
mujh ko ḳhvāhish hī DhūñDne kī na thī 
mujh meñ khoyā rahā ḳhudā merā 
thuuk de ḳhuun jaan le vo agar 
ālam-e-tark-e-mudda.ā merā 
jab tujhe merī chaah thī jānāñ 
bas vahī vaqt thā kaḌā merā 
koī mujh tak pahuñch nahīñ paatā 
itnā āsān hai patā merā 
aa chukā pesh vo muravvat se 
ab chalūñ kaam ho chukā merā 
aaj maiñ ḳhud se ho gayā māyūs 
aaj ik yaar mar gayā merā"
751,"kaam kī baat maiñ ne kī hī nahīñ 
ye mirā taur-e-zindagī hī nahīñ 
ai umiid ai umīd-e-nau-maidāñ 
mujh se mayyat tirī uThī hī nahīñ 
maiñ jo thā us galī kā mast-e-ḳhirām 
us galī meñ mirī chalī hī nahīñ 
ye sunā hai ki mere kuuch ke ba.ad 
us kī ḳhushbū kahīñ basī hī nahīñ 
thī jo ik fāḳhta udaas udaas 
sub.h vo shāḳh se uḌī hī nahīñ 
mujh meñ ab merā jī nahīñ lagtā 
aur sitam ye ki merā jī hī nahīñ 
vo jo rahtī thī dil-mohalle meñ 
phir vo laḌkī mujhe milī hī nahīñ 
jā.iye aur ḳhaak uḌā.iye aap 
ab vo ghar kyā ki vo galī hī nahīñ 
haa.e vo shauq jo nahīñ thā kabhī 
haa.e vo zindagī jo thī hī nahīñ"
752,"ḳhuub hai shauq kā ye pahlū bhī 
maiñ bhī barbād ho gayā tū bhī 
husn-e-maġhmūm tamkanat meñ tirī 
farq aayā na yak-sar-e-mū bhī 
ye na sochā thā zer-e-sāya-e-zulf 
ki bichhaḌ jā.egī ye ḳhush-bū bhī 
husn kahtā thā chheḌne vaale 
chheḌnā hī to bas nahīñ chhū bhī 
haa.e vo us kā mauj-ḳhez badan 
maiñ to pyāsā rahā lab-e-jū bhī 
yaad aate haiñ mo.ajize apne 
aur us ke badan kā jaadū bhī 
yāsmīñ us kī ḳhaas mahram-e-rāz 
yaad aayā karegī ab tū bhī 
yaad se us kī hai mirā parhez 
ai sabā ab na aa.iyo tū bhī 
haiñ yahī 'jaun-elia' jo kabhī 
saḳht maġhrūr bhī the bad-ḳhū bhī"
753,"kis se iz.hār-e-mudda.ā kiije 
aap milte nahīñ haiñ kyā kiije 
ho na paayā ye faisla ab tak 
aap kiije to kyā kiyā kiije 
aap the jis ke chāra-gar vo javāñ 
saḳht bīmār hai duā kiije 
ek hī fan to ham ne sīkhā hai 
jis se miliye use ḳhafā kiije 
hai taqāzā mirī tabī.at kā 
har kisī ko charāġh-pā kiije 
hai to baare ye ālam-e-asbāb 
be-sabab chīḳhne lagā kiije 
aaj ham kyā gila kareñ us se 
gila-e-tañgī-e-qabā kiije 
nutq haivān par garāñ hai abhī 
guftugū kam se kam kiyā kiije 
hazrat-e-zulf-e-ġhāliya-afshāñ 
naam apnā sabā sabā kiije 
zindagī kā ajab mo.āmla hai 
ek lamhe meñ faisla kiije 
mujh ko aadat hai ruuTh jaane kī 
aap mujh ko manā liyā kiije 
milte rahiye isī tapāk ke saath 
bevafā.ī kī intihā kiije 
kohkan ko hai ḳhud-kushī ḳhvāhish 
shāh-bāno se iltijā kiije 
mujh se kahtī thiiñ vo sharāb āñkheñ 
aap vo zahar mat piyā kiije 
rañg har rañg meñ hai dād-talab 
ḳhuun thūkūñ to vāh-vā kiije"
